Site.ID,Wetland Subclass LUCAS,FoliageStock,RootStock,AGVFStock,BGVFStock,BGSStock,FoliageNPP,RootNPP,BGVFPercentLoss,Burial210Pb TC.g.m.2,MethaneFlux,ExternalVariableValue,AGVFPercentLoss,TotalLatTrans_Amount,externalVariableLat,externalVariableLatSite,TotalNPP_Amount,SedimentTransport_Amount,FoliageGrowth_PropTotalNPP,RootGrowth_PropTotalNPP,FoliageMaxStock,FoliageMortality_PropMaxStock,FoliageMortality_Amount,RootMaxStock,RootMortality_PropMaxStock,RootMortality_Amount,AGVFMaxStock,AGVFOut_PropMaxStock,AGVFOut_Amount,AGVFStabilization_PropOut,AGVFStabilization_Amount,AGVFStabilization_PropMaxStock,BGVFMaxStock,BGVFOut_PropMaxStock,BGVFOut_Amount,BGVFStabilization_PropOut,BGVFStabilization_Amount,BGVFStabilization_PropMaxStock,BGSDeposition,BGSIn_Amount,BGSMaxStock,BGSOut_PropMaxStock,BGSOut_Amount,TotalOut_Amount,AGVFOut_PropOut,BGVFOut_PropOut,BGSOut_PropOut,TotalMaxStock,AGVFMaxStock_PropMaxStock,BGVFMaxStock_PropMaxStock,BGSMaxStock_PropMaxStock,BGSStabilization_PropOut,BGSStabilization_Amount,BGSStabilization_PropMaxStock,TotalStabilization_Amount,AGVFEmissionLatTrans_Amount,BGVFEmissionLatTrans_Amount,BGSEmissionLatTrans_Amount,TotalEmissionLatTrans_Amount,TotalLatTrans_PropEmissionLatTrans,AGVFLatTrans_Amount,BGVFLatTrans_Amount,BGSLatTrans_Amount,AGVFLatTrans_PropMaxStock,BGVFLatTrans_PropMaxStock,BGSLatTrans_PropMaxStock,AGVFLatTrans_PropOut,BGVFLatTrans_PropOut,BGSLatTrans_PropOut,AGVFEmission_Amount,BGVFEmission_Amount,BGSEmission_Amount,AGVFEmission_PropMaxStock,BGVFEmission_PropMaxStock,BGSEmission_PropMaxStock,AGVFEmission_PropOut,BGVFEmission_PropOut,BGSEmission_PropOut,outAGVFCheck,outBGVFCheck,outBGSCheck,massBalanceCheck,checkAGVFratio,checkBGVFratio,checkBGSratio,checkpropAGVF
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.5,2,0.633,-22.7,1,2,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0.367,105.36,0.156,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,2001.6047,58446.828,0.0342,2001.6047,5073.179,0.0566,0.5489,0.3945,63278.4448,0.0107,0.0657,0.9236,0.1133,226.7551,0.0039,2228.3598,181.7526,888.2169,1774.8497,2844.8192,-0.008,-1.4503,-7.0875,-14.1623,-0.0021,-0.0017,-2e-4,-0.0051,-0.0025,-0.0071,183.2029,895.3044,1789.0119,0.2713,0.2154,0.0306,0.6381,0.3215,0.8938,0,0,-0,-0,-126.3224,-126.3224,-126.3224,0.0012
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.5,2,0.633,73,3,8,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0.367,105.36,0.156,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,2001.6047,58446.828,0.0342,2001.6047,5073.179,0.0566,0.5489,0.3945,63278.4448,0.0107,0.0657,0.9236,0.1133,226.7551,0.0039,2228.3598,181.7526,888.2169,1774.8497,2844.8192,0.0257,4.6639,22.7923,45.5439,0.0069,0.0055,8e-4,0.0162,0.0082,0.0228,177.0887,865.4247,1729.3058,0.2622,0.2082,0.0296,0.6168,0.3108,0.864,0,0,-0,-0,37.9701,37.9701,37.9701,0.0012
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.5,2,0.633,197,2,14,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0.367,105.36,0.156,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,2001.6047,58446.828,0.0342,2001.6047,5073.179,0.0566,0.5489,0.3945,63278.4448,0.0107,0.0657,0.9236,0.1133,226.7551,0.0039,2228.3598,181.7526,888.2169,1774.8497,2844.8192,0.0692,12.5861,61.5079,122.906,0.0186,0.0148,0.0021,0.0438,0.0221,0.0614,169.1665,826.7091,1651.9436,0.2505,0.1989,0.0283,0.5892,0.2969,0.8253,0,0,-0,-0,13.4407,13.4407,13.4407,0.0012
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,10,7,7,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0026,0.628,8.0846,1.2874,0.0015,0.0016,0,0.0023,0.0021,0.0017,237.7869,3061.1683,487.4601,0.5596,0.616,0.012,0.8538,0.8127,0.6608,0,0,0,-0,378.6415,378.6415,378.6415,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,105,9,25,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0277,6.594,84.8884,13.5176,0.0155,0.0171,3e-4,0.0237,0.0225,0.0183,231.8209,2984.3645,475.2299,0.5455,0.6005,0.0117,0.8324,0.7923,0.6442,0,0,0,-0,35.1563,35.1563,35.1563,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,123,6,43,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0324,7.7244,99.4407,15.8349,0.0182,0.02,4e-4,0.0277,0.0264,0.0215,230.6905,2969.8122,472.9125,0.5429,0.5976,0.0117,0.8283,0.7884,0.6411,0,0,0,-0,29.8652,29.8652,29.8652,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,156,4,61,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0411,9.7968,126.1199,20.0833,0.0231,0.0254,5e-4,0.0352,0.0335,0.0272,228.6181,2943.133,468.6642,0.538,0.5922,0.0116,0.8209,0.7813,0.6353,0,-0,0,-0,23.336,23.336,23.336,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,175,2,79,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0461,10.99,141.4806,22.5294,0.0259,0.0285,6e-4,0.0395,0.0376,0.0305,227.4249,2927.7722,466.2181,0.5352,0.5891,0.0115,0.8166,0.7772,0.632,0,0,0,-0,20.6938,20.6938,20.6938,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,201,8,97,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0529,12.6228,162.5006,25.8766,0.0297,0.0327,6e-4,0.0453,0.0431,0.0351,225.7921,2906.7522,462.8709,0.5313,0.5849,0.0114,0.8107,0.7717,0.6275,0,0,0,-0,17.8876,17.8876,17.8876,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,320,5,115,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.0843,20.096,258.7075,41.1965,0.0473,0.0521,0.001,0.0722,0.0687,0.0558,218.3189,2810.5454,447.5509,0.5138,0.5656,0.011,0.7839,0.7461,0.6067,0,0,0,-0,10.8638,10.8638,10.8638,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,414,1,133,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.1091,25.9992,334.7028,53.298,0.0612,0.0674,0.0013,0.0934,0.0889,0.0723,212.4157,2734.5501,435.4494,0.4999,0.5503,0.0107,0.7627,0.726,0.5903,0,0,0,-0,8.1701,8.1701,8.1701,5e-4
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.5,15,0.8561,456,3,151,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0.1439,40.0884,0.0943,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,737.6745,40554.0196,0.0182,737.6745,4783.0168,0.0582,0.7875,0.1542,45948.5056,0.0092,0.1082,0.8826,0.3374,248.927,0.0061,986.6016,238.4149,3069.2529,488.7475,3796.4152,0.1201,28.6368,368.6581,58.7051,0.0674,0.0742,0.0014,0.1028,0.0979,0.0796,209.7781,2700.5947,430.0424,0.49370000000000003,0.5434,0.0106,0.7532,0.7169,0.583,0,-0,0,-0,7.3255,7.3255,7.3255,5e-4
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,10,7,8,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.0028,1.1055,3.2661,5.6284,0.0013,6e-4,1e-4,0.0018,0.001,0.0024,398.9016,1178.539,2030.9437,0.4738,0.2196,0.0482,0.6525,0.3582,0.8756,0,0,0,-0,360.8384,360.8384,360.8384,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,105,9,26,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.029,11.6076,34.2942,59.0982,0.0138,0.0064,0.0014,0.019,0.0104,0.0255,388.3995,1147.5109,1977.4739,0.4613,0.2138,0.0469,0.6353,0.3488,0.8525,0,0,0,-0,33.4608,33.4608,33.4608,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,123,6,44,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.034,13.5975,40.1732,69.2293,0.0161,0.0075,0.0016,0.0222,0.0122,0.0298,386.4096,1141.6319,1967.3428,0.4589,0.2127,0.0467,0.632,0.347,0.8482,0,0,0,-0,28.4178,28.4178,28.4178,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,156,4,62,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.0431,17.2456,50.9514,87.8031,0.0205,0.0095,0.0021,0.0282,0.0155,0.0379,382.7615,1130.8537,1948.7691,0.4546,0.2107,0.0462,0.6261,0.3437,0.8402,0,0,0,-0,22.1948,22.1948,22.1948,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,175,2,80,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.0484,19.346,57.157,98.497,0.023,0.0106,0.0023,0.0316,0.0174,0.0425,380.6611,1124.6481,1938.0751,0.4521,0.2095,0.046,0.6226,0.3418,0.8355,0,0,0,-0,19.6765,19.6765,19.6765,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,201,8,98,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.0555,22.2203,65.6489,113.1309,0.0264,0.0122,0.0027,0.0363,0.02,0.0488,377.7869,1116.1562,1923.4412,0.4487,0.2079,0.0456,0.6179,0.3393,0.8292,0,0,0,-0,17.0019,17.0019,17.0019,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,320,5,116,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.0884,35.3755,104.5156,180.1089,0.042,0.0195,0.0043,0.0579,0.0318,0.0776,364.6316,1077.2895,1856.4633,0.4331,0.2007,0.044,0.5964,0.3274,0.8004,0,0,0,-0,10.3075,10.3075,10.3075,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,414,1,134,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.1144,45.7671,135.2171,233.0158,0.0544,0.0252,0.0055,0.0749,0.0411,0.1005,354.24,1046.588,1803.5563,0.4207,0.195,0.0428,0.5794,0.3181,0.7775,0,0,0,-0,7.7401,7.7401,7.7401,0.0035
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.5,5,0.6543,456,3,152,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0.3457,211.3653,0.251,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2319.5388,42145.6634,0.055,2319.5388,6220.8899,0.0983,0.5289,0.3729,48355.1467,0.0174,0.111,0.8716,0.122,282.9667,0.0067,2602.5055,400.0071,1181.8051,2036.5721,3618.3843,0.126,50.4101,148.9347,256.6551,0.0599,0.0277,0.0061,0.0825,0.0453,0.1106,349.597,1032.8704,1779.917,0.4152,0.1924,0.0422,0.5718,0.3139,0.7674,0,0,0,-0,6.9351,6.9351,6.9351,0.0035
CRMS0327,Wetland: Palustrine Emergent,21.8047,353.0928,300.9653,1408.3305,46377.6335,379.8026,1850.7368,0.6196,191.9345,14.5,3,0.6011,-22.7,1,3,2230.5394,0,0.1703,0.8297,401.6073,0.9457,379.8026,2203.8297,0.8398,1850.7368,680.7679,0.5579,379.8026,0.3989,151.5216,0.2226,3259.0673,0.5679,1850.7368,0.3804,703.9612,0.216,0,855.4828,47233.1163,0.0181,855.4828,3086.0222,0.1231,0.5997,0.2772,51172.9515,0.0133,0.0637,0.923,0.2244,191.9345,0.0041,1047.4173,228.281,1146.7756,663.5484,2038.6049,-0.0111,-2.5419,-12.7694,-7.3887,-0.0037,-0.0039,-2e-4,-0.0067,-0.0069,-0.0086,230.8229,1159.545,670.937,0.3391,0.3558,0.0142,0.6077,0.6265,0.7843,0,0,-0,0,-90.8064,-90.8064,-90.8064,0.0064
CRMS0327,Wetland: Palustrine Emergent,21.8047,353.0928,300.9653,1408.3305,46377.6335,379.8026,1850.7368,0.6196,191.9345,14.5,3,0.6011,73,3,9,2230.5394,0,0.1703,0.8297,401.6073,0.9457,379.8026,2203.8297,0.8398,1850.7368,680.7679,0.5579,379.8026,0.3989,151.5216,0.2226,3259.0673,0.5679,1850.7368,0.3804,703.9612,0.216,0,855.4828,47233.1163,0.0181,855.4828,3086.0222,0.1231,0.5997,0.2772,51172.9515,0.0133,0.0637,0.923,0.2244,191.9345,0.0041,1047.4173,228.281,1146.7756,663.5484,2038.6049,0.0358,8.1745,41.0647,23.7609,0.012,0.0126,5e-4,0.0215,0.0222,0.0278,220.1065,1105.711,639.7875,0.3233,0.3393,0.0135,0.5795,0.5974,0.7479,0,0,-0,0,26.9261,26.9261,26.9261,0.0064
CRMS0327,Wetland: Palustrine Emergent,21.8047,353.0928,300.9653,1408.3305,46377.6335,379.8026,1850.7368,0.6196,191.9345,14.5,3,0.6011,197,2,15,2230.5394,0,0.1703,0.8297,401.6073,0.9457,379.8026,2203.8297,0.8398,1850.7368,680.7679,0.5579,379.8026,0.3989,151.5216,0.2226,3259.0673,0.5679,1850.7368,0.3804,703.9612,0.216,0,855.4828,47233.1163,0.0181,855.4828,3086.0222,0.1231,0.5997,0.2772,51172.9515,0.0133,0.0637,0.923,0.2244,191.9345,0.0041,1047.4173,228.281,1146.7756,663.5484,2038.6049,0.0966,22.0599,110.8183,64.1218,0.0324,0.034,0.0014,0.0581,0.0599,0.075,206.2211,1035.9573,599.4266,0.3029,0.3179,0.0127,0.543,0.5598,0.7007,0,-0,-0,0,9.3482,9.3482,9.3482,0.0064
CRMS0331,Wetland: Palustrine Emergent,24.1777,600.5318,324.8147,510.5337,68470.9943,376.3456,1207.5592,0.5015,156.9439,14.5,4,0.6873,-22.7,1,4,1583.9048,0,0.2376,0.7624,400.5233,0.9396,376.3456,1808.091,0.6679,1207.5592,701.1603,0.5367,376.3456,0.3127,117.6891,0.1678,1718.093,0.7028,1207.5592,0.4985,601.9338,0.3503,0,719.6229,69190.6172,0.0104,719.6229,2303.5277,0.1634,0.5242,0.3124,71609.8704,0.0098,0.024,0.9662,0.2181,156.9439,0.0023,876.5668,258.6565,605.6254,562.679,1426.9609,-0.0159,-4.1147,-9.6342,-8.9511,-0.0059,-0.0056,-1e-4,-0.0109,-0.008,-0.0124,262.7712,615.2597,571.63,0.3748,0.3581,0.0083,0.6982,0.5095,0.7943,0,0,-0,0,-63.8617,-63.8617,-63.8617,0.0088
CRMS0331,Wetland: Palustrine Emergent,24.1777,600.5318,324.8147,510.5337,68470.9943,376.3456,1207.5592,0.5015,156.9439,14.5,4,0.6873,73,3,10,1583.9048,0,0.2376,0.7624,400.5233,0.9396,376.3456,1808.091,0.6679,1207.5592,701.1603,0.5367,376.3456,0.3127,117.6891,0.1678,1718.093,0.7028,1207.5592,0.4985,601.9338,0.3503,0,719.6229,69190.6172,0.0104,719.6229,2303.5277,0.1634,0.5242,0.3124,71609.8704,0.0098,0.024,0.9662,0.2181,156.9439,0.0023,876.5668,258.6565,605.6254,562.679,1426.9609,0.0512,13.2323,30.9824,28.7853,0.0189,0.018,4e-4,0.0352,0.0257,0.04,245.4242,574.6431,533.8936,0.35,0.3345,0.0077,0.6521,0.4759,0.7419,0,0,0,0,18.5474,18.5474,18.5474,0.0088
CRMS0331,Wetland: Palustrine Emergent,24.1777,600.5318,324.8147,510.5337,68470.9943,376.3456,1207.5592,0.5015,156.9439,14.5,4,0.6873,197,2,16,1583.9048,0,0.2376,0.7624,400.5233,0.9396,376.3456,1808.091,0.6679,1207.5592,701.1603,0.5367,376.3456,0.3127,117.6891,0.1678,1718.093,0.7028,1207.5592,0.4985,601.9338,0.3503,0,719.6229,69190.6172,0.0104,719.6229,2303.5277,0.1634,0.5242,0.3124,71609.8704,0.0098,0.024,0.9662,0.2181,156.9439,0.0023,876.5668,258.6565,605.6254,562.679,1426.9609,0.1381,35.709,83.61,77.681,0.0509,0.0487,0.0011,0.0949,0.0692,0.1079,222.9475,522.0154,484.998,0.318,0.3038,0.007,0.5924,0.4323,0.674,0,0,-0,0,6.2435,6.2435,6.2435,0.0088
CRMS0337,Wetland: Estuarine Emergent,59.8948,471.1711,135.2023,1527.4018,37141.0397,245.7676,1374.7997,0.4942,208.4298,0,6,0.7237,10,7,9,1620.5674,0,0.1517,0.8483,305.6624,0.804,245.7676,1845.9709,0.7448,1374.7997,380.9699,0.6451,245.7676,0.2763,67.9138,0.1783,2902.2015,0.4737,1374.7997,0.5058,695.3353,0.2396,0,763.249,37904.2887,0.0201,763.249,2383.8164,0.1031,0.5767,0.3202,41187.4601,0.0092,0.0705,0.9203,0.2731,208.4298,0.0055,971.6788,177.8539,679.4645,554.8192,1412.1376,0.0071,1.2595,4.8116,3.9289,0.0033,0.0017,1e-4,0.0051,0.0035,0.0051,176.5944,674.6529,550.8903,0.4635,0.2325,0.0145,0.7185,0.4907,0.7218,-0,0,0,0,140.2138,140.2138,140.2138,0.003
CRMS0337,Wetland: Estuarine Emergent,59.8948,471.1711,135.2023,1527.4018,37141.0397,245.7676,1374.7997,0.4942,208.4298,0,6,0.7237,105,9,27,1620.5674,0,0.1517,0.8483,305.6624,0.804,245.7676,1845.9709,0.7448,1374.7997,380.9699,0.6451,245.7676,0.2763,67.9138,0.1783,2902.2015,0.4737,1374.7997,0.5058,695.3353,0.2396,0,763.249,37904.2887,0.0201,763.249,2383.8164,0.1031,0.5767,0.3202,41187.4601,0.0092,0.0705,0.9203,0.2731,208.4298,0.0055,971.6788,177.8539,679.4645,554.8192,1412.1376,0.0744,13.2244,50.5218,41.2538,0.0347,0.0174,0.0011,0.0538,0.0367,0.0541,164.6295,628.9427,513.5655,0.4321,0.2167,0.0135,0.6699,0.4575,0.6729,-0,0,0,0,12.4489,12.4489,12.4489,0.003
CRMS0337,Wetland: Estuarine Emergent,59.8948,471.1711,135.2023,1527.4018,37141.0397,245.7676,1374.7997,0.4942,208.4298,0,6,0.7237,123,6,45,1620.5674,0,0.1517,0.8483,305.6624,0.804,245.7676,1845.9709,0.7448,1374.7997,380.9699,0.6451,245.7676,0.2763,67.9138,0.1783,2902.2015,0.4737,1374.7997,0.5058,695.3353,0.2396,0,763.249,37904.2887,0.0201,763.249,2383.8164,0.1031,0.5767,0.3202,41187.4601,0.0092,0.0705,0.9203,0.2731,208.4298,0.0055,971.6788,177.8539,679.4645,554.8192,1412.1376,0.0871,15.4914,59.1827,48.3259,0.0407,0.0204,0.0013,0.063,0.043,0.0633,162.3624,620.2818,506.4934,0.4262,0.2137,0.0134,0.6606,0.4512,0.6636,-0,0,0,0,10.4808,10.4808,10.4808,0.003
